status,reported,description,address,type,occurred
OPEN,2020-02-17 20:49:00+00:00,Officer dispatched to take a report of tagging/graffiti done to a restroom stall inside of the building.,AREEDA HALL 1545 MASSACHUSETTS AVE CAMBRIDGE,VANDALISM,2/17/20 8:49 PM - 9:10 PM
CLOSED,2019-11-15 14:55:00+00:00,"Officer dispatched to a report of an unattended suitcase in front of the building. Officer arrived and reported that the   Cambridge Police and Fire Department were requested and responded to the scene. After a brief investigation by the         Cambridge Police Department's bomb technician, officer reported that the suitcase was deemed safe as it just was an        individual's belongings.",SHAW HALL 16 EVERETT ST CAMBRIDGE,SUSPICIOUS MAIL/ PACKAGE/BAG,11/15/19 2:50 PM - 3:12 PM
CLOSED,2020-03-07 14:40:00+00:00,"Officers dispatched to a report of an individual engaged in suspicious activity near the building. Officers arrived,       located the individual, and conducted a field interview. During the field interview, the individual was run for            wants/warrants with negative results and then sent on their way.",WINTHROP HOUSE A - STANDISH HA 32 MILL ST CAMBRIDGE,FIELD INTERVIEW,3/7/20 2:35 PM - 3:00 PM
CLOSED,2019-05-30 00:33:00+00:00,"Officer dispatched to a report of loud music playing in the area. Officer arrived and reported several individuals        
gathered in the area with live music playing. Officer reported that the individuals began to disperse shortly thereafter.",WINTHROP HOUSE A - STANDISH HA 32 MILL ST CAMBRIDGE,NOISE COMPLAINT,"5/30/19
0:33 AM"
CLOSED,2019-05-02 01:10:00+00:00,"Officer dispatched to a report of an individual preventing people from entering the yard. Officer and Cambridge Police    
arrived and reported individual gone on arrival.",JOHNSTON GATE 1465 MASSACHUSETTS AVE CAMBRIDGE,ASSIST CAMBRIDGE POLICE,"5/2/19
1:10 AM"
OPEN,2020-03-13 16:35:00+00:00,"Officer dispatched to take a report of a stolen gray LG Gram 15.6 laptop valued at $1,100.00.",STORY HALL 12 EVERETT ST CAMBRIDGE,THEFT REPORT,3/13/20 3:00 AM - 3:30 AM
CLOSED,2019-11-07 09:48:00+00:00,"Officer while on patrol observed an individual sleeping who had previously been advised to remain awake while inside of    the building. Officer approached the individual and conducted a field interview. During the field interview, the           individual refused to provide identifying information and engaged in uncooperative behavior. The individual was then       issued a verbal trespass warning for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER - COMMON S 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,11/7/19 9:48 AM - 9:58 AM
CLOSED,2019-10-11 16:09:00+00:00,Officers dispatched to a report of an individual with an active trespassing warning inside of the building. Officers       arrived and reported that the individual was gone on arrival.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,10/11/19 4:09 PM
CLOSED,2019-10-11 00:26:00+00:00,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the music      would be turned down for the evening.,LAMPOON 44 BOW ST CAMBRIDGE,ASSIST CAMBRIDGE POLICE,10/11/19 0:26 AM
CLOSED,2019-07-03 11:28:00+00:00,"Officer dispatched to a report of a suspicious package. Officer arrived and took custody of the package. Upon further     
investigation it was determined that the package was not suspicious.",WARREN ALPERT BUILDING LOADING 200 LONGWOOD AVE BOSTON,SUSPICIOUS MAIL/ PACKAGE/BAG,"7/3/19
11:28 AM"
CLOSED,2020-01-25 17:37:00+00:00,Officer while on patrol observed an individual engaged in suspicious activity. Officer reported that the individual left   the area shortly thereafter.,HARVARD YARD 1 PEABODY ST CAMBRIDGE,SUSPICIOUS ACTIVITY,1/25/20 5:37 PM
CLOSED,2020-05-11 02:10:00+00:00,"Officers dispatched to a report of a group of individuals arguing outside the building. Officers arrived and reported that the individuals were gone on arrival, and that Cambridge Police was notified.",1306 MASSACHUSETTS AVECAMBRIDGE,ASSIST CAMBRIDGE POLICE,5/11/20 2:10 AM
CLOSED,2019-05-07 01:30:00+00:00,"Officers dispatched to a report of several individuals in the building after closing hours. Officers arrived and reported 
individuals gone on arrival.",ATHLETICS - BLODGETT POOL 79 N HARVARD ST ALLSTON,SUSPICIOUS ACTIVITY,"5/7/19
1:30 AM"
CLOSED,2019-12-22 15:27:00+00:00,Officer dispatched to a report of a motor vehicle accident. Officer arrived and reported that a motor vehicle had struck a parking gate and that neither the motor vehicle nor the gate had been damaged as a result of the accident.,SMITH CENTER PARKING GARAGE 1350 MASSACHUSETTS AVE CAMBRIDGE,MOTOR VEHICLE ACCIDENT,12/22/19 3:27 PM
CLOSED,2019-06-05 20:10:00+00:00,Officer dispatched to assist Boston Police with searching for an individual possibly in the area. Officer arrived and      searched the area with negative results.,90 SMITH STBOSTON,ASSIST BOSTON POLICE,6/5/19 8:10 PM
CLOSED,2020-05-17 23:26:00+00:00,"Officers dispatched to a report of a noisy group on the roof of the building. Officers arrived, located the group, and     reported that the individuals were dispersing for the evening.",SOLDIERS FIELD PARK 01 111 WESTERN AVE ALLSTON,NOISE COMPLAINT,5/17/20 11:26 PM
OPEN,2019-10-04 13:36:00+00:00,Officer dispatched to take a report of a previous unwanted guest inside of the building.,WILLIAM JAMES HALL 33 KIRKLAND ST CAMBRIDGE,UNWANTED GUEST,9/24/19 - 9:23 PM 9/30/19 - 12:00 PM
CLOSED,2019-12-11 07:53:00+00:00,"Officer dispatched to a report of an unwanted guest inside of the building. Officer arrived, located the individual, and   sent them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,12/11/19 7:53 AM
CLOSED,2020-04-22 08:58:00+00:00,Officer while on patrol observed a crane removing equipment from a construction project in the area. Officer assisted the  project manager in obtaining a police detail for the area.,MUSEUM OF COMPARATIVE ZOOLOGY 24 OXFORD ST CAMBRIDGE,HAZARDOUS CONDITION,4/22/20 8:55 AM - 9:00 AM
CLOSED,2019-09-01 07:20:00+00:00,Officer dispatched to take a report of a stolen necklace valued at $200.00.,29 GARDEN STCAMBRIDGE,THEFT REPORT,8/30/19 - 12:00 PM 8/31/19 - 9:30 PM
CLOSED,2019-07-12 11:07:00+00:00,Officers dispatched to take a report of a past disturbance.,ROSOVSKY HALL 52 MT AUBURN ST CAMBRIDGE,DISTURBANCE,"7/12/19
11:05 AM - 11:30 AM"
CLOSED,2019-06-03 12:28:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $200.00.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,6/3/19 12:45 PM
CLOSED,2019-06-05 09:13:00+00:00,Officer dispatched to take a report of an assault and battery.,DIVINITY AVECAMBRIDGE,ASSAULT REPORT,6/5/19 9:10 AM - 10:30 AM
CLOSED,2019-07-08 11:03:00+00:00,Officer assisted Boston Police with a past domestic assault and battery that occurred on Western Avenue in a vehicle.,SPANGLER CENTER LOT 117 WESTERN AVE ALLSTON,ASSIST BOSTON POLICE,"7/8/19
10:45 AM - 11:30 AM"
CLOSED,2019-10-01 11:00:00+00:00,Officers dispatched to a report of an individual possibly attempting to gain access into the building. Officers arrived    and reported that the individual was gone on arrival.,BOYLSTON HALL 5 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,10/1/19 11:00 AM
CLOSED,2020-03-04 09:49:00+00:00,Officer dispatched to take a report of annoying emails.,MALLINCKRODT LAB 12 OXFORD ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,3/2/20 - 7:59 PM 3/4/20 - 10:00 AM
CLOSED,2019-07-28 09:51:00+00:00,"Officers dispatched to a report of several individuals engaged in suspicious activity outside of the building. Officers    arrived, located the individuals, and reported that all was in order.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS ACTIVITY,7/28/19 9:51 AM
CLOSED,2019-06-07 12:25:00+00:00,Officer dispatched to take a report of stolen credit/debit cards.,CABOT SCIENCE LIBRARY 1 OXFORD ST CAMBRIDGE,THEFT REPORT,"5/25/19 - 9:00 PM
5/26/19 - 12:00 PM"
CLOSED,2019-09-20 11:57:00+00:00,Officer dispatched to take a report of a suspicious e-mail.,PFORZHEIMER HOUSE - MOORS HALL 56 LINNAEAN ST CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,9/20/19 11:49 AM
CLOSED,2019-04-17 11:18:00+00:00,"Officer dispatched to take a report of a stolen black Dell laptop valued at $800.00.                                      
                                                                                                                          
Update 4/19/19: Upon further investigation, this incident has been reclassified from a Theft to Lost Property.",SCIENCE CENTER 1 OXFORD ST CAMBRIDGE,LOST PROPERTY,"4/12/19
6:00 PM - 10:00 PM"
CLOSED,2020-04-28 14:07:00+00:00,"Officers dispatched to a report of an individual engaged in suspicious activity in the area. Officers arrived, located the individual, and conducted a field interview. Following the field interview, officers reported that all was well.",MORRIS HALL 14 HARVARD WAY ALLSTON,FIELD INTERVIEW,4/28/20 2:05 PM - 2:10 PM
CLOSED,2019-10-31 11:35:00+00:00,Officer dispatched to take a report of a stolen unattended and unsecured coat valued at $30.00 and a key.,CURRIER HOUSE A - BINGHAM HALL 64 LINNAEAN ST CAMBRIDGE,THEFT REPORT,10/27/19 0:30 AM - 1:00 AM
OPEN,2019-04-11 19:56:00+00:00,Officer dispatched to take a report of annoying and accosting behavior.,NORTHWEST SCIENCE BUILDING 52 OXFORD ST CAMBRIDGE,ANNOYING & ACCOSTING,"1/7/19 - 3:00 PM
4/4/19 - 6:30 PM"
CLOSED,2020-01-23 08:50:00+00:00,"Officer dispatched to a report of an individual causing a disturbance in the building. Officer arrived, located the        individual and conducted a field interview. During the field interview, the individual was run for wants/warrants with     negative results and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,FIELD INTERVIEW,1/23/20 8:50 AM - 9:10 AM
CLOSED,2020-05-14 15:30:00+00:00,"Officers dispatched to a report of an individual causing a disturbance and acting erratically. Officers arrived,  located  the individual and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",MEMORIAL CHURCH 23 HARVARD YARD CAMBRIDGE,TRESPASS WARNING,5/14/20 3:15 PM - 4:00 PM
CLOSED,2019-09-27 20:03:00+00:00,"Officers dispatched to a report of two individuals engaged in suspicious activity. Officers arrived, located the           individuals, and sent them on their way.",ATHLETICS - GATE 16 79 N HARVARD ST ALLSTON,SUSPICIOUS ACTIVITY,9/27/19 8:03 PM
CLOSED,2019-09-04 07:29:00+00:00,"Officers dispatched to a report of two unwanted guests sleeping in the building. Officers arrived, located the             individuals, and sent them on their way.",LARSEN HALL 14 APPIAN WAY CAMBRIDGE,UNWANTED GUEST,9/4/19 7:29 AM
OPEN,2019-10-28 14:35:00+00:00,Officer dispatched to take a report of suspicious activity.,160-164 LONGWOOD AVECAMBRIDGE,SUSPICIOUS ACTIVITY,10/25/19 - 3:30 PM 10/28/19 - 11:00 AM
CLOSED,2019-08-19 20:33:00+00:00,"Officers dispatched to a report of an active fire alarm. Officers arrived and reported that Boston Fire was on scene. Upon consultation with Boston Fire, officers reported that smoke from an overheated laptop caused the fire alarm to activate.",KRESGE - SPH 677 HUNTINGTON AVE BOSTON,SUSPICIOUS ODOR/SMOKE,8/19/19 8:30 PM - 8:40 PM
CLOSED,2019-08-11 07:57:00+00:00,"Officers dispatched to a report of a suspicious package in the stadium. Officers arrived and reported that Boston Police   was on scene. Officers and Boston Police then located the package and reported that Boston Police Bomb Squad was requested and arrived to the scene. Shortly thereafter, and upon consultation with Boston Police, officers reported that the package was deemed safe and that Boston Police took possession of the package.",ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,SUSPICIOUS MAIL/ PACKAGE/BAG,8/11/19 7:45 AM - 9:30 AM
CLOSED,2019-07-23 19:19:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and        conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property  and sent on their way.",LITTAUER HKS 79 JFK ST CAMBRIDGE,TRESPASS WARNING,7/23/19 7:19 PM - 7:45 PM
CLOSED,2019-05-22 08:44:00+00:00,"Officers dispatched to a report of an individual yelling in the area. Officers arrived, located the individual, and sent  
them on their way.",CENTER FOR GOVT AND INTER STUD 1730 CAMBRIDGE ST CAMBRIDGE,SUSPICIOUS ACTIVITY,"5/22/19
8:44 AM"
CLOSED,2019-11-14 22:28:00+00:00,Officers dispatched to a report of a loud party. Officers arrived and reported that the party was a scheduled event and    all was in order.,10 AKRON STCAMBRIDGE,LOUD PARTY,11/14/19 10:28 PM
CLOSED,2020-05-30 14:37:00+00:00,Officers dispatched to a report of an individual engaged in suspicious activity in the area. Officers arrived and reported that the individual was gone on arrival.,16 GRANT STCAMBRIDGE,SUSPICIOUS ACTIVITY,5/30/20 2:37 PM
CLOSED,2019-07-21 07:15:00+00:00,Officer dispatched to take a report of a broken window caused by a boom lift.,POUND BUILDING 1563 MASSACHUSETTS AVE CAMBRIDGE,PROPERTY DAMAGE,"7/21/19
6:55 AM - 8:00 AM"
CLOSED,2019-08-28 19:23:00+00:00,Officer dispatched to take a report of a stolen Microsoft Pro laptop valued at $900.00 and a detachable keyboard valued at $150.00.,SPANGLER CENTER 117 WESTERN AVE ALLSTON,THEFT REPORT,8/28/19 8:40 AM - 10:35 AM
ARREST,2020-01-28 11:22:00+00:00,"Officer dispatched to a report of an unwanted guest inside of the building. Officer arrived, located the individual, and   conducted a field interview. During the field interview, the officer reported that the individual had an active trespass   warning for all Harvard University property. Following the field interview, the individual was informed that they were     being placed under arrest for Trespassing. The individual then became physically combative and was additionally charged    with Resisting Arrest. The individual was subsequently transported to a nearby medical facility.                                                                                                                                                      Name: Scott, Isaiah                                                                                                        Age: 21                                                                                                                    Address: 7010 Nature Trails Blvd., Knoxville, TN 37931                                                                     Charge(s): Trespassing                                                                                                     Resisting Arrest",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASSING,1/28/20 11:22 AM - 12:12 PM
CLOSED,2019-03-19 10:46:00+00:00,Officers dispatched to a report of a suspicious telephone call.,COUNTWAY LIBRARY 10 SHATTUCK ST BOSTON,SUSPICIOUS ACTIVITY,"3/19/19
10:39 AM - 10:40 AM"
CLOSED,2019-07-06 17:15:00+00:00,"Officers dispatched to a report of an unwanted guest. Officers arrived, spoke to the individual and sent them on their    
way.",LAMONT LIBRARY 11 QUINCY ST CAMBRIDGE,UNWANTED GUEST,"7/6/19
5:15 PM"
OPEN,2020-01-24 13:52:00+00:00,Officer dispatched to take a report of stolen unattended and unsecured miscellaneous clothing items valued at $40.00.,474 BROADWAYCAMBRIDGE,THEFT REPORT,1/23/20 9:30 PM - 10:30 PM
CLOSED,2019-08-16 09:31:00+00:00,Officer dispatched to take a report of annoying and accosting behavior.,HARVARD EXTENSION SCHOOL - 51 51 BRATTLE ST CAMBRIDGE,ASSIST CAMBRIDGE POLICE,8/16/19 9:30 AM - 10:00 AM
OPEN,2019-10-25 10:40:00+00:00,Officer took a report of annoying telephone calls and emails.,MASSACHUSETTS HALL 11 HARVARD YARD CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,10/14/19 - 6:57 PM 10/24/19 - 1:38 PM
OPEN,2019-11-02 14:12:00+00:00,"Officer took a walk-in report of a stolen black cork wallet valued at $5.00 containing $20.00 in U.S. currency, license,   HUID card, Charlie Card, and a debit card,",SCIENCE CENTER PLAZA 1 OXFORD ST CAMBRIDGE,THEFT REPORT,11/2/19 11:00 AM - 2:00 PM
